Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,Year,Month,Weekday,IsPromo,IsStateHoliday,IsSchoolHoliday,CompetitionOpen,DayOfYear,IsWeekend,WeekdayNum,Lag_1,Lag_7
1,3,2013-01-30,4601,560,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,1,Wednesday,0,0,0,1,30,0,2,3725.0,5720.0
1,4,2013-01-31,4709,571,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,1,Thursday,0,0,0,1,31,0,3,4601.0,5578.0
1,5,2013-02-01,5633,658,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,2,Friday,0,0,0,1,32,0,4,4709.0,5195.0
1,6,2013-02-02,5970,701,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,2,Saturday,0,0,0,1,33,1,5,5633.0,5586.0
1,1,2013-02-04,7032,762,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,2,Monday,1,0,0,1,35,0,0,5970.0,5598.0
1,2,2013-02-05,6049,678,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,2,Tuesday,1,0,0,1,36,0,1,7032.0,4055.0
1,3,2013-02-06,6140,693,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,2,Wednesday,1,0,0,1,37,0,2,6049.0,3725.0
1,4,2013-02-07,5499,675,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,2,Thursday,1,0,0,1,38,0,3,6140.0,4601.0
1,5,2013-02-08,5681,630,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,2,Friday,1,0,0,1,39,0,4,5499.0,4709.0
1,6,2013-02-09,5370,656,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,2,Saturday,0,0,0,1,40,1,5,5681.0,5633.0
1,1,2013-02-11,4409,599,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,2,Monday,0,0,0,1,42,0,0,5370.0,5970.0
1,2,2013-02-12,4015,572,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,2,Tuesday,0,0,0,1,43,0,1,4409.0,7032.0
1,3,2013-02-13,4252,604,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,2,Wednesday,0,0,0,1,44,0,2,4015.0,6049.0
1,4,2013-02-14,4241,573,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,2,Thursday,0,0,0,1,45,0,3,4252.0,6140.0
1,5,2013-02-15,4809,607,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,2,Friday,0,0,0,1,46,0,4,4241.0,5499.0
1,6,2013-02-16,6154,682,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,2,Saturday,0,0,0,1,47,1,5,4809.0,5681.0
1,1,2013-02-18,6407,710,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,2,Monday,1,0,0,1,49,0,0,6154.0,5370.0
1,2,2013-02-19,5386,608,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,2,Tuesday,1,0,0,1,50,0,1,6407.0,4409.0
1,3,2013-02-20,5660,684,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,2,Wednesday,1,0,0,1,51,0,2,5386.0,4015.0
1,4,2013-02-21,5261,629,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,2,Thursday,1,0,0,1,52,0,3,5660.0,4252.0
1,5,2013-02-22,5000,599,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,2,Friday,1,0,0,1,53,0,4,5261.0,4241.0
1,6,2013-02-23,5237,650,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,2,Saturday,0,0,0,1,54,1,5,5000.0,4809.0
1,1,2013-02-25,4038,534,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,2,Monday,0,0,0,1,56,0,0,5237.0,6154.0
1,2,2013-02-26,3794,525,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,2,Tuesday,0,0,0,1,57,0,1,4038.0,6407.0
1,3,2013-02-27,4558,579,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,2,Wednesday,0,0,0,1,58,0,2,3794.0,5386.0
1,4,2013-02-28,4676,581,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,2,Thursday,0,0,0,1,59,0,3,4558.0,5660.0
1,5,2013-03-01,4611,584,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,3,Friday,0,0,0,1,60,0,4,4676.0,5261.0
1,6,2013-03-02,5350,678,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,3,Saturday,0,0,0,1,61,1,5,4611.0,5000.0
1,1,2013-03-04,7675,840,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,3,Monday,1,0,0,1,63,0,0,5350.0,5237.0
1,2,2013-03-05,6300,715,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,3,Tuesday,1,0,0,1,64,0,1,7675.0,4038.0
1,3,2013-03-06,5973,678,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,3,Wednesday,1,0,0,1,65,0,2,6300.0,3794.0
1,4,2013-03-07,5637,702,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,3,Thursday,1,0,0,1,66,0,3,5973.0,4558.0
1,5,2013-03-08,5853,694,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,3,Friday,1,0,0,1,67,0,4,5637.0,4676.0
1,6,2013-03-09,5578,734,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,3,Saturday,0,0,0,1,68,1,5,5853.0,4611.0
1,1,2013-03-11,4949,618,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,3,Monday,0,0,0,1,70,0,0,5578.0,5350.0
1,2,2013-03-12,3853,491,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,3,Tuesday,0,0,0,1,71,0,1,4949.0,7675.0
1,3,2013-03-13,4341,622,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,3,Wednesday,0,0,0,1,72,0,2,3853.0,6300.0
1,4,2013-03-14,5108,660,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,3,Thursday,0,0,0,1,73,0,3,4341.0,5973.0
1,5,2013-03-15,4925,677,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,3,Friday,0,0,0,1,74,0,4,5108.0,5637.0
1,6,2013-03-16,5003,680,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,3,Saturday,0,0,0,1,75,1,5,4925.0,5853.0
1,1,2013-03-18,7072,778,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,3,Monday,1,0,0,1,77,0,0,5003.0,5578.0
1,2,2013-03-19,6563,719,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,3,Tuesday,1,0,0,1,78,0,1,7072.0,4949.0
1,3,2013-03-20,5598,688,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,3,Wednesday,1,0,0,1,79,0,2,6563.0,3853.0
1,4,2013-03-21,5179,662,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,3,Thursday,1,0,0,1,80,0,3,5598.0,4341.0
1,5,2013-03-22,5506,694,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,3,Friday,1,0,0,1,81,0,4,5179.0,5108.0
1,6,2013-03-23,5603,682,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,3,Saturday,0,0,0,1,82,1,5,5506.0,4925.0
1,1,2013-03-25,6729,777,1,1,0,1,c,a,1270.0,9.0,2008.0,0,,,,2013,3,Monday,1,0,1,1,84,0,0,5603.0,5003.0
1,2,2013-03-26,6686,747,1,1,0,1,c,a,1270.0,9.0,2008.0,0,,,,2013,3,Tuesday,1,0,1,1,85,0,1,6729.0,7072.0
1,3,2013-03-27,6660,779,1,1,0,1,c,a,1270.0,9.0,2008.0,0,,,,2013,3,Wednesday,1,0,1,1,86,0,2,6686.0,6563.0
1,4,2013-03-28,7285,902,1,1,0,1,c,a,1270.0,9.0,2008.0,0,,,,2013,3,Thursday,1,0,1,1,87,0,3,6660.0,5598.0
1,6,2013-03-30,7132,773,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,3,Saturday,0,0,0,1,89,1,5,7285.0,5179.0
1,2,2013-04-02,5484,629,1,0,0,1,c,a,1270.0,9.0,2008.0,0,,,,2013,4,Tuesday,0,0,1,1,92,0,1,7132.0,5506.0
1,3,2013-04-03,4625,594,1,0,0,1,c,a,1270.0,9.0,2008.0,0,,,,2013,4,Wednesday,0,0,1,1,93,0,2,5484.0,5603.0
1,4,2013-04-04,4293,566,1,0,0,1,c,a,1270.0,9.0,2008.0,0,,,,2013,4,Thursday,0,0,1,1,94,0,3,4625.0,6729.0
1,5,2013-04-05,4390,571,1,0,0,1,c,a,1270.0,9.0,2008.0,0,,,,2013,4,Friday,0,0,1,1,95,0,4,4293.0,6686.0
1,6,2013-04-06,5075,657,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,4,Saturday,0,0,0,1,96,1,5,4390.0,6660.0
1,1,2013-04-08,6046,695,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,4,Monday,1,0,0,1,98,0,0,5075.0,7285.0
1,2,2013-04-09,5514,594,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,4,Tuesday,1,0,0,1,99,0,1,6046.0,7132.0
1,3,2013-04-10,4903,575,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,4,Wednesday,1,0,0,1,100,0,2,5514.0,5484.0
1,4,2013-04-11,4366,541,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,4,Thursday,1,0,0,1,101,0,3,4903.0,4625.0
1,5,2013-04-12,5263,614,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,4,Friday,1,0,0,1,102,0,4,4366.0,4293.0
1,6,2013-04-13,4773,608,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,4,Saturday,0,0,0,1,103,1,5,5263.0,4390.0
1,1,2013-04-15,3941,526,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,4,Monday,0,0,0,1,105,0,0,4773.0,5075.0
1,2,2013-04-16,3357,453,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,4,Tuesday,0,0,0,1,106,0,1,3941.0,6046.0
1,3,2013-04-17,3649,500,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,4,Wednesday,0,0,0,1,107,0,2,3357.0,5514.0
1,4,2013-04-18,2952,432,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,4,Thursday,0,0,0,1,108,0,3,3649.0,4903.0
1,5,2013-04-19,4303,526,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,4,Friday,0,0,0,1,109,0,4,2952.0,4366.0
1,6,2013-04-20,4350,546,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,4,Saturday,0,0,0,1,110,1,5,4303.0,5263.0
1,1,2013-04-22,5672,623,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,4,Monday,1,0,0,1,112,0,0,4350.0,4773.0
1,2,2013-04-23,4492,560,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,4,Tuesday,1,0,0,1,113,0,1,5672.0,3941.0
1,3,2013-04-24,4309,512,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,4,Wednesday,1,0,0,1,114,0,2,4492.0,3357.0
1,4,2013-04-25,3939,532,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,4,Thursday,1,0,0,1,115,0,3,4309.0,3649.0
1,5,2013-04-26,4841,572,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,4,Friday,1,0,0,1,116,0,4,3939.0,2952.0
1,6,2013-04-27,5726,650,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,4,Saturday,0,0,0,1,117,1,5,4841.0,4303.0
1,1,2013-04-29,5821,641,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,4,Monday,1,0,0,1,119,0,0,5726.0,4350.0
1,2,2013-04-30,5925,665,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,4,Tuesday,1,0,0,1,120,0,1,5821.0,5672.0
1,4,2013-05-02,6486,677,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,5,Thursday,1,0,0,1,122,0,3,5925.0,4492.0
1,5,2013-05-03,6027,658,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,5,Friday,1,0,0,1,123,0,4,6486.0,4309.0
1,6,2013-05-04,5912,813,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,5,Saturday,0,0,0,1,124,1,5,6027.0,3939.0
1,1,2013-05-06,4568,562,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,5,Monday,0,0,0,1,126,0,0,5912.0,4841.0
1,2,2013-05-07,4624,540,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,5,Tuesday,0,0,0,1,127,0,1,4568.0,5726.0
1,3,2013-05-08,5230,631,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,5,Wednesday,0,0,0,1,128,0,2,4624.0,5821.0
1,5,2013-05-10,5409,644,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,5,Friday,0,0,0,1,130,0,4,5230.0,5925.0
1,6,2013-05-11,5064,640,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,5,Saturday,0,0,0,1,131,1,5,5409.0,6486.0
1,1,2013-05-13,6106,660,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,5,Monday,1,0,0,1,133,0,0,5064.0,6027.0
1,2,2013-05-14,5083,574,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,5,Tuesday,1,0,0,1,134,0,1,6106.0,5912.0
1,3,2013-05-15,4790,576,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,5,Wednesday,1,0,0,1,135,0,2,5083.0,4568.0
1,4,2013-05-16,4448,544,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,5,Thursday,1,0,0,1,136,0,3,4790.0,4624.0
1,5,2013-05-17,4856,597,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,5,Friday,1,0,0,1,137,0,4,4448.0,5230.0
1,6,2013-05-18,4413,535,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,5,Saturday,0,0,0,1,138,1,5,4856.0,5409.0
1,2,2013-05-21,4789,602,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,5,Tuesday,0,0,0,1,141,0,1,4413.0,5064.0
1,3,2013-05-22,3559,507,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,5,Wednesday,0,0,0,1,142,0,2,4789.0,6106.0
1,4,2013-05-23,4030,536,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,5,Thursday,0,0,0,1,143,0,3,3559.0,5083.0
1,5,2013-05-24,4232,534,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,5,Friday,0,0,0,1,144,0,4,4030.0,4790.0
1,6,2013-05-25,4408,538,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,5,Saturday,0,0,0,1,145,1,5,4232.0,4448.0
1,1,2013-05-27,5519,606,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,5,Monday,1,0,0,1,147,0,0,4408.0,4856.0
1,2,2013-05-28,4995,555,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,5,Tuesday,1,0,0,1,148,0,1,5519.0,4413.0
1,3,2013-05-29,5784,641,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,5,Wednesday,1,0,0,1,149,0,2,4995.0,4789.0
1,5,2013-05-31,7893,795,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,5,Friday,1,0,0,1,151,0,4,5784.0,3559.0
1,6,2013-06-01,5693,662,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,6,Saturday,0,0,0,1,152,1,5,7893.0,4030.0
1,1,2013-06-03,5422,619,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,6,Monday,1,0,0,1,154,0,0,5693.0,4232.0
1,2,2013-06-04,5220,558,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,6,Tuesday,1,0,0,1,155,0,1,5422.0,4408.0
1,3,2013-06-05,5012,575,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,6,Wednesday,1,0,0,1,156,0,2,5220.0,5519.0
1,4,2013-06-06,4881,555,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,6,Thursday,1,0,0,1,157,0,3,5012.0,4995.0
1,5,2013-06-07,4315,541,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,6,Friday,1,0,0,1,158,0,4,4881.0,5784.0
1,6,2013-06-08,4262,511,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,6,Saturday,0,0,0,1,159,1,5,4315.0,7893.0
1,1,2013-06-10,4291,531,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,6,Monday,0,0,0,1,161,0,0,4262.0,5693.0
1,2,2013-06-11,3784,500,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,6,Tuesday,0,0,0,1,162,0,1,4291.0,5422.0
1,3,2013-06-12,3563,476,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,6,Wednesday,0,0,0,1,163,0,2,3784.0,5220.0
1,4,2013-06-13,3661,461,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,6,Thursday,0,0,0,1,164,0,3,3563.0,5012.0
1,5,2013-06-14,4150,529,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,6,Friday,0,0,0,1,165,0,4,3661.0,4881.0
1,6,2013-06-15,4766,567,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,6,Saturday,0,0,0,1,166,1,5,4150.0,4315.0
1,1,2013-06-17,5337,585,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,6,Monday,1,0,0,1,168,0,0,4766.0,4262.0
1,2,2013-06-18,4633,554,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,6,Tuesday,1,0,0,1,169,0,1,5337.0,4291.0
1,3,2013-06-19,4180,517,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,6,Wednesday,1,0,0,1,170,0,2,4633.0,3784.0
1,4,2013-06-20,5011,539,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,6,Thursday,1,0,0,1,171,0,3,4180.0,3563.0
1,5,2013-06-21,5173,542,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,6,Friday,1,0,0,1,172,0,4,5011.0,3661.0
1,6,2013-06-22,4341,512,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,6,Saturday,0,0,0,1,173,1,5,5173.0,4150.0
1,1,2013-06-24,3549,494,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,6,Monday,0,0,0,1,175,0,0,4341.0,4766.0
1,2,2013-06-25,4536,528,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,6,Tuesday,0,0,0,1,176,0,1,3549.0,5337.0
1,3,2013-06-26,3827,508,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,6,Wednesday,0,0,0,1,177,0,2,4536.0,4633.0
1,4,2013-06-27,3593,464,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,6,Thursday,0,0,0,1,178,0,3,3827.0,4180.0
1,5,2013-06-28,4407,568,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,6,Friday,0,0,0,1,179,0,4,3593.0,5011.0
1,6,2013-06-29,5804,671,1,0,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,6,Saturday,0,0,0,1,180,1,5,4407.0,5173.0
1,1,2013-07-01,5614,614,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,7,Monday,1,0,0,1,182,0,0,5804.0,4341.0
1,2,2013-07-02,5868,614,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,7,Tuesday,1,0,0,1,183,0,1,5614.0,3549.0
1,3,2013-07-03,5875,634,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,7,Wednesday,1,0,0,1,184,0,2,5868.0,4536.0
1,4,2013-07-04,5701,634,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,7,Thursday,1,0,0,1,185,0,3,5875.0,3827.0
1,5,2013-07-05,4986,603,1,1,0,0,c,a,1270.0,9.0,2008.0,0,,,,2013,7,Friday,1,0,0,1,186,0,4,5701.0,3593.0
1,6,2013-07-06,4090,498,1,0,0,1,c,a,1270.0,9.0,2008.0,0,,,,2013,7,Saturday,0,0,1,1,187,1,5,4986.0,4407.0
1,1,2013-07-08,4475,523,1,0,0,1,c,a,1270.0,9.0,2008.0,0,,,,2013,7,Monday,0,0,1,1,189,0,0,4090.0,5804.0
1,2,2013-07-09,4047,503,1,0,0,1,c,a,1270.0,9.0,2008.0,0,,,,2013,7,Tuesday,0,0,1,1,190,0,1,4475.0,5614.0
1,3,2013-07-10,3963,496,1,0,0,1,c,a,1270.0,9.0,2008.0,0,,,,2013,7,Wednesday,0,0,1,1,191,0,2,4047.0,5868.0
1,4,2013-07-11,4053,486,1,0,0,1,c,a,1270.0,9.0,2008.0,0,,,,2013,7,Thursday,0,0,1,1,192,0,3,3963.0,5875.0
1,5,2013-07-12,4134,514,1,0,0,1,c,a,1270.0,9.0,2008.0,0,,,,2013,7,Friday,0,0,1,1,193,0,4,4053.0,5701.0
1,6,2013-07-13,4015,490,1,0,0,1,c,a,1270.0,9.0,2008.0,0,,,,2013,7,Saturday,0,0,1,1,194,1,5,4134.0,4986.0
1,1,2013-07-15,6377,657,1,1,0,1,c,a,1270.0,9.0,2008.0,0,,,,2013,7,Monday,1,0,1,1,196,0,0,4015.0,4090.0
1,2,2013-07-16,5643,582,1,1,0,1,c,a,1270.0,9.0,2008.0,0,,,,2013,7,Tuesday,1,0,1,1,197,0,1,6377.0,4475.0
1,3,2013-07-17,4946,544,1,1,0,1,c,a,1270.0,9.0,2008.0,0,,,,2013,7,Wednesday,1,0,1,1,198,0,2,5643.0,4047.0
1,4,2013-07-18,4904,533,1,1,0,1,c,a,1270.0,9.0,2008.0,0,,,,2013,7,Thursday,1,0,1,1,199,0,3,4946.0,3963.0
1,5,2013-07-19,4275,495,1,1,0,1,c,a,1270.0,9.0,2008.0,0,,,,2013,7,Friday,1,0,1,1,200,0,4,4904.0,4053.0
1,6,2013-07-20,4421,544,1,0,0,1,c,a,1270.0,9.0,2008.0,0,,,,2013,7,Saturday,0,0,1,1,201,1,5,4275.0,4134.0
1,1,2013-07-22,4149,493,1,0,0,1,c,a,1270.0,9.0,2008.0,0,,,,2013,7,Monday,0,0,1,1,203,0,0,4421.0,4015.0
